cve_item,Concepto,publicacion,cve_periodo,Textbox3,Monto,Flujo_Mes
,    Ingresos por intereses,ING,201806,Año en Curso,,
,    Ingresos por intereses,ING,201805,Año en Curso,,
,    Ingresos por intereses,ING,201804,Año en Curso,,
,    Ingresos por intereses,Inmobiliario Mexicano,201806,Año en Curso,353.79,62.13
,    Ingresos por intereses,Inmobiliario Mexicano,201805,Año en Curso,291.66,60.84
,    Ingresos por intereses,Inmobiliario Mexicano,201804,Año en Curso,230.82,62.00
,    Ingresos por intereses,Interacciones,201806,Año en Curso,"8,969.80","1,429.41"
,    Ingresos por intereses,Interacciones,201805,Año en Curso,"7,540.40","1,596.70"
,    Ingresos por intereses,Interacciones,201804,Año en Curso,"5,943.70","1,414.68"
,    Ingresos por intereses,Intercam Banco,201806,Año en Curso,742.42,114.99
,    Ingresos por intereses,Intercam Banco,201805,Año en Curso,627.43,125.30
,    Ingresos por intereses,Intercam Banco,201804,Año en Curso,502.13,116.85
,    Ingresos por intereses,Invex,201806,Año en Curso,"3,974.11",672.96
,    Ingresos por intereses,Invex,201805,Año en Curso,"3,301.15",746.54
,    Ingresos por intereses,Invex,201804,Año en Curso,"2,554.61",604.46
,    Ingresos por intereses,Ixe,201806,Año en Curso,,
,    Ingresos por intereses,Ixe,201805,Año en Curso,,
,    Ingresos por intereses,Ixe,201804,Año en Curso,,
,    Ingresos por intereses,J.P. Morgan,201806,Año en Curso,"1,236.58",159.15
,    Ingresos por intereses,J.P. Morgan,201805,Año en Curso,"1,077.43",189.91
,    Ingresos por intereses,J.P. Morgan,201804,Año en Curso,887.52,222.83
,    Ingresos por intereses,Mizuho Bank,201806,Año en Curso,132.65,27.56
,    Ingresos por intereses,Mizuho Bank,201805,Año en Curso,105.09,26.06
,    Ingresos por intereses,Mizuho Bank,201804,Año en Curso,79.03,21.69
,    Ingresos por intereses,Monex,201806,Año en Curso,"2,147.67",358.97
,    Ingresos por intereses,Monex,201805,Año en Curso,"1,788.71",401.90
,    Ingresos por intereses,Monex,201804,Año en Curso,"1,386.81",368.13
,    Ingresos por intereses,Multiva,201806,Año en Curso,"4,741.20",834.48
,    Ingresos por intereses,Multiva,201805,Año en Curso,"3,906.73",830.77
,    Ingresos por intereses,Multiva,201804,Año en Curso,"3,075.96",791.13
,    Ingresos por intereses,Pagatodo,201806,Año en Curso,6.70,0.95
,    Ingresos por intereses,Pagatodo,201805,Año en Curso,5.75,1.29
,    Ingresos por intereses,Pagatodo,201804,Año en Curso,4.47,1.17
,    Ingresos por intereses,Sabadell,201806,Año en Curso,"1,060.18",207.06
,    Ingresos por intereses,Sabadell,201805,Año en Curso,853.11,194.49
,    Ingresos por intereses,Sabadell,201804,Año en Curso,658.62,194.90
,    Ingresos por intereses,Santander,201806,Año en Curso,"44,995.42","7,624.89"
,    Ingresos por intereses,Santander,201805,Año en Curso,"37,370.53","7,850.94"
,    Ingresos por intereses,Santander,201804,Año en Curso,"29,519.59","7,619.26"
,    Ingresos por intereses,Scotiabank,201806,Año en Curso,"19,749.26","3,382.74"
,    Ingresos por intereses,Scotiabank,201805,Año en Curso,"16,366.53","3,437.95"
,    Ingresos por intereses,Scotiabank,201804,Año en Curso,"12,928.58","3,304.90"
,    Ingresos por intereses,Sistema  Consolidado,201806,Año en Curso,"426,681.69","72,857.09"
,    Ingresos por intereses,Sistema  Consolidado,201805,Año en Curso,"353,824.59","74,200.94"
,    Ingresos por intereses,Sistema  Consolidado,201804,Año en Curso,"279,623.66","71,121.57"
,    Ingresos por intereses,The Bank of New York Mellon,201806,Año en Curso,,
,    Ingresos por intereses,The Bank of New York Mellon,201805,Año en Curso,,
,    Ingresos por intereses,The Bank of New York Mellon,201804,Año en Curso,,
,    Ingresos por intereses,UBS,201806,Año en Curso,20.01,3.33
,    Ingresos por intereses,UBS,201805,Año en Curso,16.67,3.15
,    Ingresos por intereses,UBS,201804,Año en Curso,13.52,3.66
,    Ingresos por intereses,Ve por Más,201806,Año en Curso,"2,726.82",461.58
,    Ingresos por intereses,Ve por Más,201805,Año en Curso,"2,265.24",496.92
,    Ingresos por intereses,Ve por Más,201804,Año en Curso,"1,768.31",454.23
,    Ingresos por intereses,Volkswagen Bank,201806,Año en Curso,364.33,58.97
,    Ingresos por intereses,Volkswagen Bank,201805,Año en Curso,305.36,60.16
,    Ingresos por intereses,Volkswagen Bank,201804,Año en Curso,245.20,61.20
,        Intereses de disponibilidades,ABC Capital,201806,Año en Curso,4.41,0.81
,        Intereses de disponibilidades,ABC Capital,201805,Año en Curso,3.60,0.75
,        Intereses de disponibilidades,ABC Capital,201804,Año en Curso,2.84,0.71
,        Intereses de disponibilidades,Accendo Banco,201806,Año en Curso,8.06,2.24
,        Intereses de disponibilidades,Accendo Banco,201805,Año en Curso,5.82,1.27
,        Intereses de disponibilidades,Accendo Banco,201804,Año en Curso,4.55,1.19
,        Intereses de disponibilidades,Actinver,201806,Año en Curso,17.65,3.49
,        Intereses de disponibilidades,Actinver,201805,Año en Curso,14.16,4.52
,        Intereses de disponibilidades,Actinver,201804,Año en Curso,9.63,5.57
,        Intereses de disponibilidades,Afirme,201806,Año en Curso,108.25,29.35
,        Intereses de disponibilidades,Afirme,201805,Año en Curso,78.90,25.43
,        Intereses de disponibilidades,Afirme,201804,Año en Curso,53.47,16.39
,        Intereses de disponibilidades,American Express,201806,Año en Curso,66.56,10.92
,        Intereses de disponibilidades,American Express,201805,Año en Curso,55.65,11.43
,        Intereses de disponibilidades,American Express,201804,Año en Curso,44.21,11.03
,        Intereses de disponibilidades,Autofin,201806,Año en Curso,12.17,2.20
,        Intereses de disponibilidades,Autofin,201805,Año en Curso,9.97,1.93
,        Intereses de disponibilidades,Autofin,201804,Año en Curso,8.04,2.38
,        Intereses de disponibilidades,Banamex,201806,Año en Curso,"1,188.70",231.17
,        Intereses de disponibilidades,Banamex,201805,Año en Curso,957.53,195.69
,        Intereses de disponibilidades,Banamex,201804,Año en Curso,761.84,184.04
,        Intereses de disponibilidades,Banamex Consolidado,201806,Año en Curso,"1,188.70",231.17
,        Intereses de disponibilidades,Banamex Consolidado,201805,Año en Curso,957.53,195.69
,        Intereses de disponibilidades,Banamex Consolidado,201804,Año en Curso,761.84,184.04
,        Intereses de disponibilidades,Banca de Inversión y Otros Servicios,201806,Año en Curso,516.88,110.86
,        Intereses de disponibilidades,Banca de Inversión y Otros Servicios,201805,Año en Curso,406.02,102.02
,        Intereses de disponibilidades,Banca de Inversión y Otros Servicios,201804,Año en Curso,303.99,80.13
,        Intereses de disponibilidades,Banca de Inversión y Otros Servicios Consolidado,201806,Año en Curso,516.88,110.86
,        Intereses de disponibilidades,Banca de Inversión y Otros Servicios Consolidado,201805,Año en Curso,406.02,102.02
,        Intereses de disponibilidades,Banca de Inversión y Otros Servicios Consolidado,201804,Año en Curso,303.99,80.13
,        Intereses de disponibilidades,Banca Mifel,201806,Año en Curso,97.50,19.35
,        Intereses de disponibilidades,Banca Mifel,201805,Año en Curso,78.15,15.94
,        Intereses de disponibilidades,Banca Mifel,201804,Año en Curso,62.21,16.34
,        Intereses de disponibilidades,Banco Ahorro Famsa,201806,Año en Curso,26.10,4.23
,        Intereses de disponibilidades,Banco Ahorro Famsa,201805,Año en Curso,21.87,4.50
,        Intereses de disponibilidades,Banco Ahorro Famsa,201804,Año en Curso,17.38,4.22
,        Intereses de disponibilidades,Banco Azteca,201806,Año en Curso,164.95,26.46
,        Intereses de disponibilidades,Banco Azteca,201805,Año en Curso,138.49,29.96
,        Intereses de disponibilidades,Banco Azteca,201804,Año en Curso,108.54,24.40
,        Intereses de disponibilidades,Banco Base,201806,Año en Curso,83.16,10.83
,        Intereses de disponibilidades,Banco Base,201805,Año en Curso,72.33,9.29
,        Intereses de disponibilidades,Banco Base,201804,Año en Curso,63.04,21.96
,        Intereses de disponibilidades,Banco Bicentenario,201806,Año en Curso,,
,        Intereses de disponibilidades,Banco Bicentenario,201805,Año en Curso,,
,        Intereses de disponibilidades,Banco Bicentenario,201804,Año en Curso,,
,        Intereses de disponibilidades,Banco del Bajío,201806,Año en Curso,354.64,60.78
,        Intereses de disponibilidades,Banco del Bajío,201805,Año en Curso,293.86,54.54
,        Intereses de disponibilidades,Banco del Bajío,201804,Año en Curso,239.32,62.18
,        Intereses de disponibilidades,Banco Deuno,201806,Año en Curso,,
,        Intereses de disponibilidades,Banco Deuno,201805,Año en Curso,,
,        Intereses de disponibilidades,Banco Deuno,201804,Año en Curso,,
,        Intereses de disponibilidades,Banco Wal-Mart,201806,Año en Curso,,
,        Intereses de disponibilidades,Banco Wal-Mart,201805,Año en Curso,,
,        Intereses de disponibilidades,Banco Wal-Mart,201804,Año en Curso,,
,        Intereses de disponibilidades,BanCoppel,201806,Año en Curso,120.68,25.90
,        Intereses de disponibilidades,BanCoppel,201805,Año en Curso,94.78,16.10
,        Intereses de disponibilidades,BanCoppel,201804,Año en Curso,78.69,11.44
,        Intereses de disponibilidades,Bancos Cambiarios,201806,Año en Curso,507.29,92.74
,        Intereses de disponibilidades,Bancos Cambiarios,201805,Año en Curso,414.55,92.57
,        Intereses de disponibilidades,Bancos Cambiarios,201804,Año en Curso,321.98,100.30
,        Intereses de disponibilidades,Bancos Cambiarios Consolidado,201806,Año en Curso,507.29,92.74
,        Intereses de disponibilidades,Bancos Cambiarios Consolidado,201805,Año en Curso,414.55,92.57
,        Intereses de disponibilidades,Bancos Cambiarios Consolidado,201804,Año en Curso,321.98,100.30
,        Intereses de disponibilidades,Bancrea,201806,Año en Curso,30.65,6.29
,        Intereses de disponibilidades,Bancrea,201805,Año en Curso,24.36,5.20
,        Intereses de disponibilidades,Bancrea,201804,Año en Curso,19.16,4.63
,        Intereses de disponibilidades,Bank of America,201806,Año en Curso,93.24,16.53
,        Intereses de disponibilidades,Bank of America,201805,Año en Curso,76.71,17.78
,        Intereses de disponibilidades,Bank of America,201804,Año en Curso,58.93,14.88
,        Intereses de disponibilidades,Bankaool,201806,Año en Curso,6.26,0.40
,        Intereses de disponibilidades,Bankaool,201805,Año en Curso,5.86,0.46
,        Intereses de disponibilidades,Bankaool,201804,Año en Curso,5.40,0.65
,        Intereses de disponibilidades,Banorte,201806,Año en Curso,"1,535.15",340.83
,        Intereses de disponibilidades,Banorte,201805,Año en Curso,"1,194.32",290.05
,        Intereses de disponibilidades,Banorte,201804,Año en Curso,904.27,248.82
,        Intereses de disponibilidades,Banregio,201806,Año en Curso,124.54,27.82
,        Intereses de disponibilidades,Banregio,201805,Año en Curso,96.72,20.36
,        Intereses de disponibilidades,Banregio,201804,Año en Curso,76.36,17.74
,        Intereses de disponibilidades,Bansí,201806,Año en Curso,64.20,10.91
,        Intereses de disponibilidades,Bansí,201805,Año en Curso,53.29,9.26
,        Intereses de disponibilidades,Bansí,201804,Año en Curso,44.02,11.10
,        Intereses de disponibilidades,Barclays,201806,Año en Curso,20.00,4.87
,        Intereses de disponibilidades,Barclays,201805,Año en Curso,15.13,4.80
,        Intereses de disponibilidades,Barclays,201804,Año en Curso,10.34,3.85
,        Intereses de disponibilidades,BBVA Bancomer,201806,Año en Curso,"2,376.41",393.97
,        Intereses de disponibilidades,BBVA Bancomer,201805,Año en Curso,"1,982.44",447.98
,        Intereses de disponibilidades,BBVA Bancomer,201804,Año en Curso,"1,534.45",394.34
,        Intereses de disponibilidades,BTMU Mexico,201806,Año en Curso,57.65,10.93
,        Intereses de disponibilidades,BTMU Mexico,201805,Año en Curso,46.72,6.58
,        Intereses de disponibilidades,BTMU Mexico,201804,Año en Curso,40.14,8.35
,        Intereses de disponibilidades,CI Banco Consolidado,201806,Año en Curso,101.65,13.38
,        Intereses de disponibilidades,CI Banco Consolidado,201805,Año en Curso,88.27,23.24
,        Intereses de disponibilidades,CI Banco Consolidado,201804,Año en Curso,65.04,13.44
,        Intereses de disponibilidades,CIBanco,201806,Año en Curso,101.65,13.38
,        Intereses de disponibilidades,CIBanco,201805,Año en Curso,88.27,23.24
,        Intereses de disponibilidades,CIBanco,201804,Año en Curso,65.03,13.44
,        Intereses de disponibilidades,Compartamos,201806,Año en Curso,47.98,17.14
,        Intereses de disponibilidades,Compartamos,201805,Año en Curso,30.84,5.68
,        Intereses de disponibilidades,Compartamos,201804,Año en Curso,25.16,6.31
,        Intereses de disponibilidades,Consubanco,201806,Año en Curso,26.73,4.43
,        Intereses de disponibilidades,Consubanco,201805,Año en Curso,22.30,4.06
,        Intereses de disponibilidades,Consubanco,201804,Año en Curso,18.24,7.29
,        Intereses de disponibilidades,Credit Suisse,201806,Año en Curso,8.69,0.60
,        Intereses de disponibilidades,Credit Suisse,201805,Año en Curso,8.09,1.36
,        Intereses de disponibilidades,Credit Suisse,201804,Año en Curso,6.74,0.90
,        Intereses de disponibilidades,Deutsche Bank,201806,Año en Curso,0.00,0.00
,        Intereses de disponibilidades,Deutsche Bank,201805,Año en Curso,0.00,0.00
,        Intereses de disponibilidades,Deutsche Bank,201804,Año en Curso,0.00,0.00
,        Intereses de disponibilidades,Dondé Banco,201806,Año en Curso,0.19,0.03
,        Intereses de disponibilidades,Dondé Banco,201805,Año en Curso,0.16,0.05
,        Intereses de disponibilidades,Dondé Banco,201804,Año en Curso,0.11,0.03
,        Intereses de disponibilidades,Finterra,201806,Año en Curso,3.18,0.56
,        Intereses de disponibilidades,Finterra,201805,Año en Curso,2.63,0.63
,        Intereses de disponibilidades,Finterra,201804,Año en Curso,2.00,0.56
,        Intereses de disponibilidades,Forjadores,201806,Año en Curso,1.41,0.14
,        Intereses de disponibilidades,Forjadores,201805,Año en Curso,1.27,0.21
,        Intereses de disponibilidades,Forjadores,201804,Año en Curso,1.06,0.21
,        Intereses de disponibilidades,GE Money,201806,Año en Curso,,
,        Intereses de disponibilidades,GE Money,201805,Año en Curso,,
,        Intereses de disponibilidades,GE Money,201804,Año en Curso,,
,        Intereses de disponibilidades,HSBC,201806,Año en Curso,"1,208.56",200.99
,        Intereses de disponibilidades,HSBC,201805,Año en Curso,"1,007.57",200.40
,        Intereses de disponibilidades,HSBC,201804,Año en Curso,807.18,210.01
,        Intereses de disponibilidades,ICBC,201806,Año en Curso,16.58,1.95
,        Intereses de disponibilidades,ICBC,201805,Año en Curso,14.63,2.03
,        Intereses de disponibilidades,ICBC,201804,Año en Curso,12.60,3.00
,        Intereses de disponibilidades,Inbursa,201806,Año en Curso,393.13,67.54
,        Intereses de disponibilidades,Inbursa,201805,Año en Curso,325.60,73.03
,        Intereses de disponibilidades,Inbursa,201804,Año en Curso,252.56,60.23
,        Intereses de disponibilidades,Inbursa Consolidado,201806,Año en Curso,394.71,67.77
,        Intereses de disponibilidades,Inbursa Consolidado,201805,Año en Curso,326.94,73.39
,        Intereses de disponibilidades,Inbursa Consolidado,201804,Año en Curso,253.55,60.48
,        Intereses de disponibilidades,ING,201806,Año en Curso,,
,        Intereses de disponibilidades,ING,201805,Año en Curso,,
,        Intereses de disponibilidades,ING,201804,Año en Curso,,
,        Intereses de disponibilidades,Inmobiliario Mexicano,201806,Año en Curso,10.76,1.98
,        Intereses de disponibilidades,Inmobiliario Mexicano,201805,Año en Curso,8.78,2.67
,        Intereses de disponibilidades,Inmobiliario Mexicano,201804,Año en Curso,6.10,1.98
,        Intereses de disponibilidades,Interacciones,201806,Año en Curso,338.52,53.95
,        Intereses de disponibilidades,Interacciones,201805,Año en Curso,284.57,84.52
,        Intereses de disponibilidades,Interacciones,201804,Año en Curso,200.04,47.63
,        Intereses de disponibilidades,Intercam Banco,201806,Año en Curso,89.87,19.53
,        Intereses de disponibilidades,Intercam Banco,201805,Año en Curso,70.34,16.14
,        Intereses de disponibilidades,Intercam Banco,201804,Año en Curso,54.20,14.13
,        Intereses de disponibilidades,Invex,201806,Año en Curso,45.86,9.71
,        Intereses de disponibilidades,Invex,201805,Año en Curso,36.15,10.90
,        Intereses de disponibilidades,Invex,201804,Año en Curso,25.24,7.05
,        Intereses de disponibilidades,Ixe,201806,Año en Curso,,
,        Intereses de disponibilidades,Ixe,201805,Año en Curso,,
,        Intereses de disponibilidades,Ixe,201804,Año en Curso,,
,        Intereses de disponibilidades,J.P. Morgan,201806,Año en Curso,154.83,31.43
,        Intereses de disponibilidades,J.P. Morgan,201805,Año en Curso,123.40,26.09
,        Intereses de disponibilidades,J.P. Morgan,201804,Año en Curso,97.31,23.01
,        Intereses de disponibilidades,Mizuho Bank,201806,Año en Curso,16.17,2.02
,        Intereses de disponibilidades,Mizuho Bank,201805,Año en Curso,14.16,3.01
,        Intereses de disponibilidades,Mizuho Bank,201804,Año en Curso,11.15,2.96
,        Intereses de disponibilidades,Monex,201806,Año en Curso,232.61,49.01
,        Intereses de disponibilidades,Monex,201805,Año en Curso,183.61,43.90
,        Intereses de disponibilidades,Monex,201804,Año en Curso,139.71,50.77
,        Intereses de disponibilidades,Multiva,201806,Año en Curso,63.46,12.88
,        Intereses de disponibilidades,Multiva,201805,Año en Curso,50.58,11.79
,        Intereses de disponibilidades,Multiva,201804,Año en Curso,38.79,10.07
,        Intereses de disponibilidades,Pagatodo,201806,Año en Curso,3.59,0.95
,        Intereses de disponibilidades,Pagatodo,201805,Año en Curso,2.65,1.05
