Altura,Peso
1.75280979,88.92732337
1.695757592,76.06766552
1.755664859,81.46875947
1.857407187,100.0903297
1.714165327,74.52306788
1.64985899,71.00752063
1.721675222,83.31631327
1.71862493,77.24927242
1.688500484,76.48804028
1.853871583,95.0901857
1.7669061,88.60746736
1.803490428,88.14324931
1.775857189,99.50361324
1.821107401,93.05980364
1.718308498,81.13979777
1.734707086,82.42904237
1.744656294,92.33341425
1.7504606,74.91345551
1.751606344,89.78018625
1.708079774,78.60031521
1.750462936,83.43731352
1.67229903,63.29157903
1.642645319,72.66029556
1.683915802,74.2095271
1.704278678,87.97655684
1.701756559,86.13417127
1.802434061,83.56256993
1.737890154,86.54340217
1.718374201,85.3663922
1.920752906,102.606123
1.791950747,89.75657382
1.749827308,86.41546404
1.734427111,79.94410547
1.650874988,80.61565401
1.665624597,78.78518096
1.760374641,95.46472281
1.668899772,77.15631765
1.722221372,78.68008342
1.758090142,83.88587165
1.727581153,88.12707625
1.572944503,67.65315901
1.708565613,87.30327254
1.718991275,81.53359501
1.777260952,92.01724186
1.658961923,74.09763915
1.826412538,98.44211542
1.682341163,83.08053754
1.671699548,75.56105469
1.850261676,93.10023728
1.802115864,86.04787365
1.812132714,99.14909438
1.80481387,92.14249685
1.572908901,63.45987241
1.746566422,89.03737263
1.716632112,81.61805536
1.710987045,74.45533797
1.673330577,76.28283532
1.744846959,86.06576927
1.766185483,88.52780043
1.692521147,86.39481284
1.7731715,92.72634521
1.744468792,88.97287947
1.81902554,95.10506325
1.770120801,86.60593364
1.800887594,89.78626566
1.727347675,84.72213609
1.793639897,85.57647474
1.817908332,80.00309942
1.854526727,94.95025649
1.543002194,61.76470492
1.754685839,86.60674195
1.761203936,86.83828806
1.721031298,83.88657
1.931087879,105.3756179
1.83458145,91.5253486
1.75059445,85.42450995
1.659507163,79.22249167
1.674683048,83.43529499
1.789853908,85.05648093
1.858798508,96.99957298
1.741192344,79.4782368
1.74064697,76.9042301
1.615349968,65.58579276
1.705463727,79.68674024
1.798735814,89.44769034
1.867669234,101.1174949
1.679983151,75.02623971
1.724833984,77.29995579
1.814407746,98.26352935
1.704662067,78.79239852
1.861411516,98.83598106
1.617283612,73.0343344
1.758323136,87.88639102
1.76962115,80.33989987
1.790330384,92.90816835
1.752718818,80.16423797
1.738830508,87.43532058
1.677028238,75.73224499
1.760681496,84.70292995
1.75457461,85.50496436
1.868481667,94.51118288
1.678627298,73.25326915
1.867560002,97.5071457
1.76984813,93.04696117
1.69359024,83.09690057
1.853226303,94.75319823
1.733470552,94.31345503
1.827698298,95.55550493
1.804889287,92.65660058
1.701214529,88.54065461
1.739341253,86.49372487
1.810624811,90.55306093
1.65050359,75.66898101
1.69575185,81.10118586
1.746660508,84.2648332
1.752410607,87.88578552
1.810897943,103.7821684
1.753856751,87.24835706
1.690153643,79.82476881
1.740294296,79.89632214
1.713476769,80.5047191
1.812477513,91.51714897
1.742196313,80.21467173
1.771296602,84.15238897
1.77377997,85.293976
1.839228878,85.90333621
1.66203876,75.34021576
1.683198482,77.22418205
1.777347242,96.52638819
1.808713533,88.97010502
1.776409965,91.75224263
1.813204964,91.32266217
1.640555054,71.87356822
1.747341804,79.14709963
1.738521967,83.36274013
1.757720084,85.32231514
1.76342084,79.9199954
1.76799812,88.08796117
1.851195357,88.08741549
1.579329613,66.1786017
1.749417548,87.0143068
1.805434122,95.18797073
1.833436367,91.29066463
1.830393976,94.7018557
1.71145347,82.85926289
1.725539717,75.49367731
1.798369029,87.72183533
1.66494768,80.94273275
1.782857102,93.41362493
1.823186482,90.36006454
1.730509326,87.10314622
1.736330857,79.49699085
1.678695068,77.11362635
1.818135128,93.14410283
1.86783136,88.92374285
1.806334509,94.41310025
1.798175285,92.02969968
1.821918136,85.54526391
1.605191871,73.67688501
1.729768281,82.94045307
1.672744933,71.35800016
1.735999995,81.04606672
1.766829815,84.92042313
1.745698923,77.84596098
1.782020252,90.9607732
1.750652751,87.96397101
1.633224425,70.52895469
1.78957308,87.32918872
1.743051205,72.51239546
1.769484694,79.94986201
1.754095667,77.88585883
1.70756545,82.42209669
1.679341312,77.73968093
1.742881639,81.25291958
1.758924925,85.03467648
1.768904417,82.55586262
1.84904452,97.28378607
1.906117475,94.58599623
1.802706177,86.28324459
1.889455516,98.49476656
1.634798962,70.79392952
1.811705827,93.61474796
1.706169421,80.80874234
1.889802466,103.7993503
1.622245192,79.13978618
1.749704191,74.48662686
1.832152552,96.2329215
1.737454645,93.4468048
1.653353472,75.94657305
1.75843385,88.54968545
1.827473822,94.88040585
1.713559963,82.69047219
1.760547879,86.26653152
1.618768624,72.73122498
1.541267362,58.64995783
1.794848406,88.73460571
1.716888391,84.70901779
1.8960975,103.1925568
1.789863803,89.44275997
1.827377867,95.05313092
1.880254071,95.14520536
1.797868595,99.98844438
1.644072327,76.75142917
1.736928812,84.29815378
1.815318208,87.40339103
1.700389125,80.29768272
1.798243267,90.69460738
1.658427843,76.52570042
1.56855185,56.03142315
1.587009051,72.6846566
1.722264269,89.39516861
1.765960255,73.46878146
1.841519218,91.46919473
1.790326486,88.35353333
1.693919294,73.73842811
1.810814707,79.74651351
1.823637887,94.97285754
1.855631144,92.74164638
1.748875201,95.64860766
1.677554274,76.80511055
1.879241896,101.2990172
1.758991094,87.51923762
1.761252693,78.42829865
1.80279713,86.89566718
1.614456452,71.26822656
1.772161834,82.91464148
1.65578733,68.89475808
1.777465097,87.69803997
1.771665168,84.10871242
1.807754351,88.62392541
1.792528845,79.01437896
1.667537674,74.68389931
1.705315719,74.31884245
1.674319408,79.25163988
1.874180566,96.57006777
1.720526184,78.37815819
1.664819537,78.00896607
1.808833379,88.86936683
1.666045792,79.29490824
1.667955884,79.18219385
1.574107491,63.62891694
1.877058443,97.7762367
1.837491464,97.9116479
1.785917036,83.57160925
1.704735334,76.29521961
1.674685037,68.66690775
1.707584724,84.35464603
1.780904328,92.18889881
1.900974093,101.5800473
1.638993487,67.34585068
1.779301869,93.98191112
1.824562487,93.07400721
1.850053188,94.99244098
1.86186739,90.34059921
1.686387088,74.87204743
1.689485114,81.99159938
1.75952944,91.76117409
1.73309163,88.56934895
1.788512273,83.56652965
1.771062884,85.4811875
1.663972641,71.307
1.756086642,89.15463461
1.871121196,94.5133091
1.673675914,71.75150256
1.736202496,83.73243845
1.788788155,89.76934154
1.830837109,92.01903069
1.82146257,90.30152237
1.669520711,70.86199559
1.62301779,76.33938631
1.786026647,91.4037106
1.671033737,79.19036944
1.77361759,89.32630467
1.735611212,89.70096212
1.720636367,75.13452945
1.905860792,105.6353658
1.864463086,87.42194822
1.766690952,87.17213858
1.63929161,71.27264124
1.715687741,74.16017643
1.856650541,93.05791203
1.690471119,77.75870129
1.879386746,94.78474072
1.799912277,95.14513365
1.817845836,93.55816989
1.672295135,80.38187345
1.784998555,96.03287733
1.569047459,67.81879026
1.900553611,99.94289486
1.818770705,87.28383338
1.708406631,74.11087552
1.801474539,90.6179455
1.906515584,99.14789308
1.856762256,101.2447434
1.794814598,98.86131097
1.705474551,77.65854219
1.704928097,66.92209122
1.765933577,77.12757032
1.656707168,72.95401621
1.737625756,83.9725283
1.746591978,80.32367374
1.725596468,85.67638512
1.758640849,72.23226534
1.739029388,85.31132455
1.668635057,68.47458522
1.76354735,78.16570487
1.679838942,75.46135881
1.800277023,84.52232257
1.675715851,85.12040893
1.649453532,74.33480763
1.736562524,89.33479338
1.765949003,86.04982863
1.687972294,85.71754886
1.764654377,80.44184793
1.745744507,83.52015904
1.874044372,100.3528194
1.943147837,98.82976988
1.809132829,90.34778153
1.638457745,74.61611115
1.689196899,74.05797604
1.757944491,85.10518691
1.614077791,68.19609715
1.771170662,91.94639499
1.742648495,82.42899928
1.815188908,93.70803631
1.765540995,92.52622806
1.873494748,105.0559259
1.734255784,88.53666304
1.840347689,90.85001783
1.797537509,88.61065634
1.789484375,85.32019741
1.750164111,88.29618633
1.758656051,89.5446184
1.708857321,70.94925937
1.815179623,94.2422222
1.748552091,77.98212184
1.813711504,98.39474976
1.781679801,86.44807275
1.795264152,93.49438637
1.740944348,91.22145909
1.814442064,93.70948876
1.65660884,72.11537454
1.797638046,94.44862084
1.771906408,85.19011827
1.624648279,76.3620291
1.785725747,89.2828776
1.78604797,93.22315927
1.71209736,74.64968819
1.704886177,75.83680107
1.736790529,76.65589667
1.76728727,83.56070394
1.588319233,76.27306575
1.761155267,83.51516195
1.696401669,78.09747781
1.914938823,99.15742274
1.783426179,86.0275459
1.806030516,89.24880578
1.772764752,82.42825389
1.688384849,79.55518104
1.796128338,94.66946249
1.615915419,73.78812754
1.791951705,86.78075282
1.712031656,87.39485565
1.814453442,96.7683862
1.742272491,85.00435813
1.814889094,92.28258432
1.795749265,86.17596359
1.813343198,89.49697633
1.790335337,87.70659662
1.889967972,102.8298543
1.61037075,83.99992641
1.737352866,77.71357637
1.712718296,79.43507635
1.798624799,89.00439992
1.704600884,88.33818168
1.720296785,83.67348161
1.741191138,81.44558988
1.742934918,87.36444809
1.79338633,89.51248402
1.704004243,74.46884522
1.658917388,75.89856928
1.776073327,84.30766448
1.736461726,87.98864063
1.800093045,93.37830995
1.93071242,106.792865
1.726335582,80.27075752
1.772033221,90.27686899
1.767044279,91.03782648
1.817624476,97.05905876
1.802334451,91.47295111
1.662199427,65.37718767
1.802793563,91.89926021
1.727018421,83.44198566
1.791170283,90.52272213
1.755373463,79.85285339
1.818781557,88.41992574
1.775194788,92.31436006
1.688005229,75.60688489
1.785400396,94.12429163
1.590547116,69.33294306
1.692190718,66.32917727
1.65989732,71.10574642
1.818811193,95.2384962
1.763088027,83.4165941
1.775302865,91.07992112
1.667915347,74.48696098
1.635970141,70.14399656
1.7431229,85.93272999
1.767847179,80.10209405
1.713312073,78.59495593
1.731517863,84.02939717
1.766661797,92.44715575
1.669981369,82.57725767
1.857308786,91.4912947
1.69217152,80.6680715
1.756306088,91.9106037
1.675531194,84.47043447
1.706962967,84.12052265
1.662530512,79.7617167
1.854964338,95.06742715
1.73525802,81.36125168
1.684890749,75.00978846
1.83799438,89.93057058
1.720022658,83.88365536
1.790130819,90.83096318
1.807539988,90.46627165
1.761611401,91.77634925
1.780469836,91.62281381
1.760151209,89.52042801
1.60807322,71.21560949
1.724335639,83.16313431
1.859355435,92.0897364
1.85778534,87.96336946
1.800757957,88.72328686
1.832424394,97.45610118
1.832172558,83.5277598
1.808648116,87.88046447
1.682804623,77.16037108
1.837476355,93.30377864
1.728950622,75.41585505
1.813491646,89.99578061
1.669441214,76.96340345
1.704605364,72.59758823
1.834261887,92.95820431
1.60044849,67.08713706
1.767056542,82.07745925
1.788261643,98.80931214
1.727967476,85.89299498
1.772358922,79.87321166
1.576797334,59.09277788
1.67219426,72.265935
1.797835775,87.07530078
1.767114327,82.62372771
1.710107446,85.43490565
1.722490888,86.98087369
1.693728966,73.82985491
1.768848602,89.6281346
1.64526563,82.82136012
1.878658703,90.72172213
1.72550795,83.64675123
1.695959003,75.06489608
1.750983483,80.12808063
1.941437791,103.8150422
1.752502092,81.80580323
1.866946726,102.4992741
1.767918826,86.09938183
1.830511452,91.74453355
1.790426303,81.15616361
1.702685204,75.76998959
1.681076356,78.30710335
1.744832921,81.62962088
1.692992137,72.64165509
1.77390189,80.91746897
1.682624646,70.12025009
1.849400203,94.73224326
1.637658573,76.85244296
1.771763775,82.39099386
1.794800688,92.46244213
1.84075371,83.66344583
1.731556934,90.58321797
1.853874154,93.72551889
1.791552545,89.16915936
1.779192608,86.18364128
1.753008106,89.25060713
1.868148722,100.8324463
1.730199685,81.67638652
1.734505981,80.93566488
1.816787011,91.96528136
1.86427219,100.2193112
1.774051928,90.09717864
1.781859933,92.412406
1.684013037,68.10660465
1.942920523,103.0286516
1.804222584,84.71403933
1.69242844,77.30173301
1.678318635,82.74795001
1.793574325,85.03587945
1.656168409,71.96903163
1.698291277,79.74030279
1.873453157,100.1396928
1.775411386,88.7947595
1.765993921,85.7413718
1.695309728,69.91076335
1.754492098,81.36849133
1.741468469,78.10650312
1.78619277,86.39200873
1.827507659,94.38755841
1.801280415,87.03678584
1.787426533,89.53115773
1.72203052,86.03883015
1.744979889,94.37814764
1.755511648,85.60071494
1.719506433,85.01404936
1.810520388,98.83941008
1.81426041,91.55435797
1.804501251,92.81757598
1.644046901,65.02136197
1.70556325,82.56798519
1.836209105,91.6730009
1.784168801,87.45084564
1.637229589,72.08340227
1.891410709,96.83385287
1.658592445,73.85312746
1.847837963,96.24355511
1.66924174,70.38644222
1.749808411,88.30601332
1.855175579,95.01643774
1.774462958,89.95726803
1.774474403,81.49353759
1.822845266,87.40288759
1.697249486,81.55661945
1.721807423,86.41242892
1.758968132,88.96812659
1.750813672,82.02150137
1.75252659,84.65635395
1.685899471,76.10571956
1.685963591,81.40571752
1.753986072,82.26367152
1.667953875,73.21988321
1.593923089,67.92985998
1.691080862,73.11994761
1.708713135,84.98659314
1.773848412,79.83755204
1.885097346,108.2132826
1.809255425,94.815718
1.797376774,88.35823663
1.724125429,74.26415341
1.704708978,82.78625525
1.69011123,79.42096437
1.704116954,82.04611656
1.749892808,78.31464496
1.825820497,94.15471453
1.791509653,88.00121666
1.757885948,85.21508427
1.698110339,73.12996029
1.959884343,103.7398867
1.732242848,80.039471
1.696613144,84.81900564
1.881383238,99.07527136
1.770170273,83.74174839
1.790262038,90.4278229
1.681555276,74.67693657
1.825190353,87.7383675
1.675770262,77.59914541
1.845994812,98.68419803
1.773225351,85.30484176
1.753695908,80.82327367
1.621807231,68.94452592
1.648708545,65.85078755
1.652154278,66.97756733
1.749409663,83.20632175
1.777548375,80.89749118
1.592816314,69.31819831
1.699855294,78.75917419
1.708633717,81.66280746
1.831912148,90.87124645
1.768129643,77.24505546
1.655691402,75.6313362
1.881638984,88.35020215
1.552494447,69.30489082
1.735364903,93.6333252
1.624404381,74.73908404
1.741966887,82.17599656
1.649118088,83.9154295
1.769357739,95.03686596
1.806467134,89.51438402
1.595226444,67.40611338
1.798606047,91.27379675
1.766557568,90.35279454
1.702621593,85.48387703
1.71187959,80.87560875
1.762044821,78.66660166
1.893446478,99.08161412
1.690535735,78.64694324
1.708402802,84.51369198
1.67644998,74.91881883
1.709001088,92.14083063
1.725285694,73.33265394
1.677863899,74.60256566
1.672452344,77.47010994
1.753388996,77.25137196
1.786308757,87.31524343
1.689971385,75.46473322
1.815380542,89.14947985
1.779192042,83.28845898
1.742585048,84.95394633
1.752152471,80.86754065
1.874237676,100.8778365
1.754449395,86.44922315
1.858973907,92.57993408
1.744405564,87.17875077
1.649027341,81.37859519
1.67922522,87.43699674
1.720824342,76.99289231
1.82407315,87.46006677
1.757564207,84.24534624
1.71214216,85.54484125
1.774866489,81.50189902
1.634913589,73.70652958
1.714318488,83.18148348
1.857309804,100.4461716
1.718384815,85.67900131
1.740862707,87.00941032
1.796408854,97.18738984
1.733045818,82.72745657
1.719506935,74.36187807
1.872405266,90.02095186
1.749004813,85.00098109
1.688433656,79.80838356
1.777295946,85.5592741
1.715927054,91.07213589
1.886509274,95.22604491
1.831184043,91.56336164
1.767072404,82.9143466
1.818997872,93.51415996
1.70531916,77.96208054
1.737757542,77.70999653
1.983635034,115.9794117
1.743522741,81.10993366
1.778681784,84.5308854
1.887872196,100.1739369
1.83468356,91.68787351
1.718733268,87.58036182
1.687174353,71.34467661
1.652806282,81.98978084
1.756587345,93.67371461
1.722254922,81.64868963
1.733264133,87.98958125
1.84274084,92.36391829
1.881033242,96.03934714
1.860214421,91.21733516
1.850077196,96.25413325
1.734053425,76.16302547
1.779824206,93.93293575
1.822162847,84.29679527
1.744318576,78.40216425
1.782626341,83.78909341
1.700444001,82.72151206
1.718970109,85.41661155
1.724750759,76.51101442
1.706865576,78.69310492
1.701745694,80.76544885
1.677154596,78.95148751
1.722482862,87.11984994
1.814770348,86.71650005
1.780014812,85.99928093
1.872528976,95.35577587
1.686255369,72.29215759
1.73218063,86.12581914
1.734194137,79.91348136
1.674867044,80.41531142
1.698545698,77.25764755
1.681429427,75.26609128
1.86189646,105.3471197
1.759839917,93.84072854
1.822951946,90.88015609
1.616442859,74.0525386
1.832903242,85.68964617
1.828883323,94.13952245
1.731412255,78.67852465
1.754756379,86.11758948
1.706586643,77.061181
1.615821477,72.93205295
1.821703535,95.71142835
1.790068196,87.9322176
1.850836721,98.58161263
1.731336233,80.16874614
1.769850402,92.22304547
1.600201206,75.09492294
1.822656376,96.04248804
1.819393828,91.40059201
1.805028277,91.02880357
1.780924668,85.97068955
1.789401408,93.66670838
1.740953272,78.60743144
1.811881588,100.2992673
1.706395841,77.03334449
1.856901145,99.69352669
1.80054216,82.95657764
1.826519741,89.84704391
1.868660164,98.25617122
1.772960011,92.19644808
1.793947893,84.02661515
1.684390249,67.25220395
1.784841737,87.22900005
1.802859046,93.67724528
1.786002686,82.45828878
1.816447993,96.49211742
1.803363074,88.88552751
1.694060854,70.36531466
1.845538589,94.1233101
1.689355086,82.52576849
1.691087159,74.44223278
1.694806876,84.05697622
1.760106881,80.81898826
1.735403751,80.9268611
1.671268007,73.4945446
1.78114354,98.62262722
1.754227851,86.09484617
1.801056512,89.45592322
1.695554897,80.91308269
1.742169722,80.75999594
1.802734209,83.90669653
1.604736372,69.67488747
1.775541559,100.6510669
1.72043651,79.63464493
1.805761089,90.18737054
1.781093622,85.8557472
1.671015814,75.42197293
1.816283957,91.86082711
1.821573648,99.9145608
1.814942047,96.7678506
1.762395151,77.71454706
1.781842129,86.89390102
1.831571453,91.03677369
1.81915526,94.69000097
1.75786033,78.36949553
1.806082924,85.65605892
1.703534922,85.0819056
1.930398909,101.8044798
1.726853889,77.23600679
1.762286188,89.48535788
1.81416824,88.6160349
1.789973491,90.00140729
1.825240161,89.06345143
1.846990617,88.61218667
1.852202725,97.03451479
1.822748382,91.31529755
1.896597599,103.1742583
1.710022344,71.2275806
1.792097101,87.20800712
1.655595789,76.8655956
1.771167741,89.64779171
1.822486133,97.94664709
1.75184852,78.60408515
1.652047017,73.93743468
1.778528557,94.62380597
1.804284662,91.64355114
1.850937084,104.2086527
1.826773635,91.9020211
1.878780156,102.9756044
1.667878755,75.49758369
1.799791472,84.86956541
1.731177366,82.12368893
1.706319081,79.53837852
1.799766534,89.68759417
1.620798754,75.50545674
1.700519614,75.49654224
1.785129584,84.93911404
1.786216729,84.39790573
1.792378022,93.01033345
1.760071856,85.93913612
1.889486333,95.31985657
1.699064793,84.46071629
1.869987217,93.66329224
1.754900305,85.82586613
1.715567379,76.54891945
1.598217502,65.39470428
1.748793867,85.084269
1.768139284,87.83152472
1.765697727,84.07281825
1.755315691,85.3865425
1.697298186,75.37398168
1.80624846,91.78791758
1.721147514,86.8831845
1.690642811,73.49016834
1.704403996,79.81319839
1.767385625,87.70988567
1.835922171,87.40340396
1.757874719,84.44868158
1.753272454,89.81781047
1.66205051,76.08012366
1.739025518,90.72308109
1.827860586,90.71013711
1.873492576,98.52924426
1.791525831,88.13402229
1.75293871,86.41547624
1.869744428,107.4018452
1.739673232,82.19603541
1.627926971,68.78415471
1.72649286,77.43533583
1.79919766,89.53399305
1.819848527,90.84843216
1.709712063,71.86500022
1.733372247,84.56014011
1.663121508,75.59304774
1.796060166,92.87565957
1.70627333,79.18771348
1.720829854,81.00417043
1.738754557,84.08589813
1.836427821,88.32498191
1.661233013,72.39581165
1.667321637,73.79291108
1.763837498,81.70900476
1.727159595,77.98324842
1.820996248,87.04532653
1.869516368,99.56920492
1.708840817,79.97229002
1.831972715,97.72348263
1.742841625,88.0517341
1.656768265,75.80229702
1.68471894,75.3324885
1.779963803,98.25908754
1.692612037,77.68908425
1.85349549,92.75591594
1.898872312,95.12900195
1.672540751,85.06984177
1.691672596,73.73481379
1.733244036,83.59369929
1.768893205,86.8011481
1.65741297,70.76520682
1.691182762,82.20362964
1.733718773,91.56584927
1.752787706,77.18852638
1.779643087,87.11024558
1.805554018,80.98233608
1.806047893,84.28975252
1.740942472,81.94879088
1.753121031,80.71784279
